customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,monthly_charge_group,avg_monthly_spend,service_count,has_security,has_support,is_new_customer,is_high_value_customer,is_month_to_month,contract_length_months,is_new_month_to_month,is_high_charge_no_support
1085-LDWAM,Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,1442.65,No,61-72,Low,20.907971014492755,1,False,False,False,False,False,12,False,False
7586-ZATGZ,Male,No,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.9,3369.05,No,25-48,High,84.22625000000001,3,False,False,False,True,True,1,False,True
7197-VOJMM,Male,No,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),69.2,4671.65,No,61-72,Medium,69.72611940298506,5,True,True,False,False,False,24,False,False
3318-OSATS,Male,Yes,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,3474.05,Yes,25-48,High,99.25857142857143,4,False,False,False,True,True,1,False,True
5828-AVIPD,Male,No,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,Yes,13-24,High,98.71315789473684,5,False,True,False,True,False,12,False,False
1843-TLSGD,Female,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,272.35,No,13-24,Low,20.950000000000003,1,False,False,False,False,False,24,False,False
9626-VFRGG,Female,No,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.5,3645.05,No,25-48,High,88.90365853658537,4,False,False,False,True,True,1,False,True
7075-BNDVQ,Female,No,No,No,4,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,35.0,135.75,No,0-12,Low,33.9375,2,True,False,True,False,True,1,True,False
9143-CANJF,Female,No,Yes,Yes,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1319.85,No,13-24,Medium,54.99375,3,True,True,False,False,True,1,False,False
7284-BUYEC,Female,No,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,229.4,No,0-12,Medium,45.88,3,False,False,True,False,True,1,True,False
2041-JIJCI,Female,No,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.0,370.25,No,0-12,Medium,74.05,4,False,False,True,False,True,1,True,False
1086-LXKFY,Female,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.1,69.1,Yes,0-12,Medium,69.1,1,False,False,True,False,True,1,True,False
4900-MSOMT,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.2,5714.2,No,61-72,Medium,79.36388888888888,7,True,True,False,True,False,24,False,False
2229-VWQJH,Female,No,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.3,1233.25,No,13-24,Low,51.385416666666664,2,False,False,False,False,True,1,False,False
9194-GFVOI,Female,No,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.35,3571.6,No,25-48,High,85.03809523809524,7,True,True,False,True,False,24,False,False
1336-EZFZY,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,83.3,No,0-12,Low,20.825,1,False,False,True,False,True,1,True,False
4282-MSACW,Male,No,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.2,8035.95,No,61-72,High,118.17573529411764,8,True,True,False,True,False,12,False,False
1403-LKLIK,Female,No,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,579.4,No,25-48,Low,17.55757575757576,1,False,False,False,False,False,12,False,False
2636-ALXXZ,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,0-12,Medium,69.6,1,False,False,True,False,True,1,True,False
7774-OJSXI,Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.45,3066.45,Yes,25-48,High,98.91774193548386,6,False,False,False,True,False,12,False,True
7786-WBJYI,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.95,305.55,Yes,0-12,Medium,76.3875,3,False,False,True,True,True,1,True,True
0136-IFMYD,Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.95,7634.25,No,61-72,High,110.6413043478261,7,False,True,False,True,False,24,False,False
5144-TVGLP,Male,Yes,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.75,3653.0,No,25-48,High,96.13157894736842,4,False,False,False,True,True,1,False,True
9643-AVVWI,Female,No,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.0,241.3,No,0-12,Medium,80.43333333333334,3,False,True,True,True,True,1,True,False
0253-ZTEOB,Female,No,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,79.65,3870.3,No,25-48,Medium,80.63125000000001,6,False,True,False,True,False,24,False,False
2706-QZIHY,Female,No,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,387.9,No,13-24,Low,25.86,2,False,False,False,False,False,24,False,False
6061-PQHMK,Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,527.5,No,25-48,Low,21.1,1,False,False,False,False,False,12,False,False
9885-CSMWE,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.45,78.45,Yes,0-12,Medium,78.45,2,False,False,True,True,True,1,True,True
6137-MFAJN,Female,No,No,No,48,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.8,2104.55,No,25-48,Low,43.84479166666667,3,True,False,False,False,True,1,False,False
9122-UMROB,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,No,0-12,Low,20.3,1,False,False,True,False,True,1,True,False
4232-JGKIY,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,19.2,No,0-12,Low,19.2,1,False,False,True,False,True,1,True,False
2402-TAIRZ,Female,No,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.05,3019.1,No,25-48,Medium,81.59729729729729,3,False,False,False,True,False,12,False,True
9659-ZTWSM,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),107.35,7051.95,No,61-72,High,106.84772727272727,7,False,True,False,True,False,12,False,False
9139-TWBAS,Female,No,Yes,No,26,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),47.85,1190.5,No,25-48,Low,45.78846153846154,4,True,False,False,False,False,12,False,False
6685-GBWJZ,Male,No,Yes,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.8,4448.8,No,61-72,Medium,70.61587301587302,5,True,True,False,True,False,12,False,False
5016-ETTFF,Male,No,No,No,10,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,29.5,255.25,Yes,0-12,Low,25.525,1,False,False,True,False,True,1,True,False
3866-MDTUB,Female,No,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.75,146.9,Yes,0-12,Medium,73.45,4,True,False,True,True,True,1,True,True
2195-VVRJF,Male,Yes,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,No,13-24,Medium,56.169444444444444,3,True,False,False,False,True,1,False,False
3913-RDSJZ,Female,No,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.55,1714.95,No,61-72,Low,26.79609375,2,False,False,False,False,False,24,False,False
8058-JMEQO,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.45,762.5,Yes,0-12,High,84.72222222222223,3,False,False,True,True,True,1,True,True
4203-QGNZA,Female,No,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,535.35,No,25-48,Low,19.119642857142857,1,False,False,False,False,True,1,False,False
5043-TRZWM,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.55,75.55,No,0-12,Medium,75.55,2,False,False,True,True,True,1,True,True
0697-ZMSWS,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.65,338.9,Yes,0-12,High,84.725,3,False,False,True,True,True,1,True,True
7657-DYEPJ,Male,Yes,No,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,2497.35,Yes,25-48,Medium,65.71973684210526,5,False,True,False,False,False,12,False,False
9494-BDNNC,Male,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.3,6273.4,No,61-72,High,95.05151515151515,5,False,False,False,True,False,12,False,True
1640-PLFMP,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,No,0-12,Medium,70.25,1,False,False,True,False,True,1,True,False
5366-OBVMR,Female,No,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.3,908.75,No,13-24,Low,50.486111111111114,2,False,True,False,False,True,1,False,False
8276-MQBYC,Male,Yes,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.8,4913.3,Yes,49-60,High,96.33921568627451,5,False,False,False,True,True,1,False,True
7644-OMVMY,Male,No,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,0.0,No,0-12,Low,19.85,1,False,False,True,False,False,24,False,False
7593-XFKDI,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.3,46.3,Yes,0-12,Low,46.3,1,False,False,True,False,True,1,True,False
4573-JKNAE,Male,No,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,212.3,No,0-12,Low,17.691666666666666,1,False,False,True,False,False,24,False,False
0337-CNPZE,Female,No,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,4443.45,Yes,25-48,High,108.37682926829268,6,False,False,False,True,True,1,False,True
9817-APLHW,Male,No,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.0,316.2,No,0-12,Low,26.349999999999998,2,False,False,True,False,True,1,True,False
8380-MQINP,Female,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.3,1079.05,No,49-60,Low,19.619090909090907,1,False,False,False,False,False,24,False,False
0840-DFEZH,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,564.65,No,0-12,Medium,80.66428571428571,2,False,False,True,True,True,1,True,True
1513-XNPPH,Female,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.4,1095.65,Yes,0-12,High,91.30416666666667,4,False,True,True,True,True,1,True,False
8690-ZVLCL,Female,No,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.0,6161.9,No,61-72,High,90.61617647058823,8,True,True,False,True,False,24,False,False
6015-VVHHE,Female,Yes,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.15,446.05,Yes,0-12,Medium,89.21000000000001,3,False,False,True,True,True,1,True,True
1125-SNVCK,Female,Yes,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.8,2106.05,No,49-60,Low,42.98061224489796,1,False,False,False,False,True,1,False,False
0384-LPITE,Male,No,No,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.05,2511.55,No,25-48,Medium,62.78875000000001,5,True,False,False,False,False,12,False,False
4616-EWBNJ,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,318.6,No,13-24,Low,19.9125,1,False,False,False,False,False,12,False,False
6347-DCUIK,Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.15,811.8,Yes,0-12,Medium,81.17999999999999,2,False,False,True,True,True,1,True,True
1335-HQMKX,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.35,7323.15,No,61-72,High,101.71041666666666,6,False,False,False,True,False,12,False,True
2545-EBUPK,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.05,186.05,No,0-12,High,93.025,3,False,False,True,True,True,1,True,True
6923-AQONU,Male,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,454.0,No,13-24,Low,19.73913043478261,1,False,False,False,False,False,24,False,False
2172-EJXVF,Female,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.9,7521.95,No,61-72,High,105.94295774647887,6,False,False,False,True,False,12,False,True
0897-FEGMU,Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,1056.95,Yes,0-12,High,96.08636363636364,5,False,False,True,True,True,1,True,True
7663-RGWBC,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,Yes,0-12,Low,44.15,1,False,False,True,False,True,1,True,False
1120-BMWUB,Female,No,No,No,16,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.9,834.15,Yes,13-24,Medium,52.134375,3,False,True,False,False,True,1,False,False
9124-LHCJQ,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.45,85.45,Yes,0-12,High,85.45,3,False,False,True,True,True,1,True,True
4536-PLEQY,Male,No,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.05,999.8,No,0-12,High,83.31666666666666,3,False,False,True,True,True,1,True,True
7029-IJEJK,Female,No,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.1,2369.7,No,49-60,Low,43.88333333333333,3,True,True,False,False,False,12,False,False
8871-JLMHM,Female,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.2,6297.65,No,61-72,High,92.6125,5,False,True,False,True,False,24,False,False
2235-ZGKPT,Female,No,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.85,239.55,Yes,0-12,Medium,59.8875,2,False,False,True,False,True,1,True,False
3891-PUQOD,Female,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.2,59.2,Yes,0-12,Medium,59.2,3,False,False,True,False,True,1,True,False
5447-VYTKW,Male,No,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.45,1461.45,No,25-48,Medium,54.12777777777778,3,True,True,False,False,True,1,False,False
3623-FQBOX,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,416.4,No,13-24,Low,19.82857142857143,1,False,False,False,False,True,1,False,False
0689-NKYLF,Male,No,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1060.6,Yes,13-24,Medium,81.58461538461538,3,False,False,False,True,True,1,False,True
8659-HDIYE,Female,Yes,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),74.65,4869.35,No,61-72,Medium,76.08359375,6,False,True,False,True,True,1,False,False
3658-KIBGF,Female,No,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,54.9,Yes,0-12,Medium,54.9,3,True,False,True,False,True,1,True,False
3474-BAFSJ,Male,No,Yes,No,57,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.5,3265.95,No,49-60,Medium,57.29736842105263,5,False,True,False,False,False,24,False,False
5519-YLDGW,Female,No,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,2254.2,Yes,13-24,High,107.34285714285713,6,True,False,False,True,True,1,False,True
3865-ZFZIB,Male,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,358.15,No,13-24,Low,18.849999999999998,1,False,False,False,False,False,24,False,False
1855-AGAWH,Male,No,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,No,25-48,High,94.83225806451614,4,False,False,False,True,False,12,False,True
7109-CQYUZ,Male,No,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.25,4652.4,No,49-60,High,89.46923076923076,8,True,True,False,True,False,24,False,False
1370-GGAWX,Female,No,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45,No,25-48,High,95.8358695652174,5,False,False,False,True,False,12,False,True
4680-KUTAJ,Female,Yes,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.6,580.8,No,0-12,Medium,52.8,3,True,False,True,False,True,1,True,False
5307-UVGNB,Female,No,Yes,Yes,53,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,No,49-60,Low,47.079245283018864,4,True,False,False,False,True,1,False,False
4946-EDSEW,Female,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,Yes,0-12,Low,16.39090909090909,1,False,False,True,False,True,1,True,False
2883-ILGWO,Male,Yes,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9,5913.95,No,49-60,High,103.75350877192982,6,False,True,False,True,True,1,False,False
2516-VQRRV,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,Yes,0-12,Medium,79.2,2,False,False,True,True,True,1,True,True
7580-UGXNC,Female,Yes,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85,104.2,Yes,0-12,Medium,52.1,3,True,False,True,False,True,1,True,False
3642-BYHDO,Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35,No,61-72,Low,19.56830985915493,1,False,False,False,False,False,24,False,False
9629-NHXFW,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,No,0-12,Low,19.4,1,False,False,True,False,True,1,True,False
2696-RZVZW,Male,No,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,No,61-72,Low,23.958823529411767,2,False,False,False,False,False,24,False,False
5766-FTRTS,Male,No,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1,No,61-72,High,83.79305555555555,7,True,True,False,True,False,24,False,False
0396-HUJBP,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,44.4,No,0-12,Low,22.2,1,False,False,True,False,True,1,True,False
5178-LMXOP,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,Yes,0-12,High,95.1,4,False,False,True,True,True,1,True,True
8879-ZKJOF,Female,No,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.85,3320.75,No,25-48,Medium,80.9939024390244,6,True,True,False,True,False,12,False,False
6285-FTQBF,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1867.7,No,61-72,Low,25.94027777777778,2,False,False,False,False,False,24,False,False
8185-UPYBR,Male,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,438.0,Yes,0-12,Medium,73.0,2,False,False,True,True,True,1,True,True
4585-HETAI,Female,No,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,325.45,Yes,0-12,Medium,81.3625,2,False,False,True,True,True,1,True,True
7526-BEZQB,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,Yes,0-12,High,95.675,4,False,False,True,True,True,1,True,True
1474-JUWSM,Female,No,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.4,3972.25,No,49-60,Medium,68.48706896551724,5,True,True,False,False,False,12,False,False
3530-CRZSB,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,155.9,No,0-12,Low,22.271428571428572,1,False,False,True,False,True,1,True,False
8498-XXGWA,Female,No,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.15,3673.15,No,61-72,Medium,56.51,3,True,False,False,False,True,1,False,False
9617-INGJY,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,No,0-12,Medium,70.6,1,False,False,True,True,True,1,True,True
0621-TSSMU,Male,No,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.95,1126.75,No,49-60,Low,20.120535714285715,1,False,False,False,False,False,12,False,False
7234-KMNRQ,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,73.45,No,0-12,Low,18.3625,1,False,False,True,False,True,1,True,False
7636-PEPNS,Female,No,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05,No,49-60,Low,41.60431034482759,1,False,False,False,False,False,12,False,False
4683-WYDOU,Male,No,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7,No,61-72,High,111.49516129032257,6,False,True,False,True,False,24,False,False
9052-DHNKM,Male,No,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,No,25-48,Medium,60.84423076923077,4,True,False,False,False,False,12,False,False
6794-HKIAJ,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,No,61-72,High,90.1040322580645,5,True,False,False,True,True,1,False,True
5578-NKCXI,Female,No,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,5846.65,No,49-60,High,100.80431034482758,5,True,False,False,True,False,12,False,True
1642-HMARX,Female,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,6424.7,No,61-72,High,94.48088235294118,8,True,True,False,True,False,24,False,False
3096-WPXBT,Female,No,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,No,61-72,High,98.66639344262295,6,True,False,False,True,False,12,False,True
8434-PNQZX,Female,No,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,3373.4,No,25-48,Medium,80.31904761904762,6,False,True,False,True,False,24,False,False
5950-AAAGJ,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,No,13-24,High,85.4388888888889,3,False,False,False,True,True,1,False,True
4299-OPXEJ,Female,No,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,No,49-60,Low,19.295535714285712,1,False,False,False,False,False,24,False,False
4951-UKAAQ,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,Yes,0-12,High,88.8,4,False,False,True,True,True,1,True,True
9618-LFJRU,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85,No,0-12,Low,20.7125,1,False,False,True,False,True,1,True,False
6693-DJWTY,Female,No,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45,No,25-48,Medium,57.612857142857145,3,True,False,False,False,False,12,False,False
